source,provider_match_id,source_url,date,competition,team,opponent,is_home,xg,xg_raw,possession_pct,possession_pct_raw,total_shots,total_shots_raw,shots_on_target,shots_on_target_raw,big_chances,big_chances_raw,corners,corners_raw,passes,passes_raw,passes_completed,passes_attempted,yellow_cards,yellow_cards_raw,xgot,xgot_raw,shots_off_target,shots_off_target_raw,blocked_shots,blocked_shots_raw,shots_inside_box,shots_inside_box_raw,shots_outside_box,shots_outside_box_raw,woodwork,woodwork_raw,touches_opposition_box,touches_opposition_box_raw,accurate_through_passes,accurate_through_passes_raw,offsides,offsides_raw,free_kicks,free_kicks_raw,long_passes,long_passes_raw,long_passes_completed,long_passes_attempted,final_third_passes,final_third_passes_raw,final_third_passes_completed,final_third_passes_attempted,crosses,crosses_raw,crosses_completed,crosses_attempted,xa,xa_raw,throw_ins,throw_ins_raw,fouls,fouls_raw,tackles,tackles_raw,tackles_completed,tackles_attempted,duels_won,duels_won_raw,clearances,clearances_raw,interceptions,interceptions_raw,errors_leading_to_shot,errors_leading_to_shot_raw,errors_leading_to_goal,errors_leading_to_goal_raw,goalkeeper_saves,goalkeeper_saves_raw,xgot_faced,xgot_faced_raw,goals_prevented,goals_prevented_raw,opponent_is_home,opponent_xg,opponent_possession_pct,opponent_total_shots,opponent_shots_on_target,opponent_big_chances,opponent_corners,opponent_passes,opponent_passes_completed,opponent_passes_attempted,opponent_yellow_cards,opponent_xgot,opponent_shots_off_target,opponent_blocked_shots,opponent_shots_inside_box,opponent_shots_outside_box,opponent_woodwork,opponent_touches_opposition_box,opponent_accurate_through_passes,opponent_offsides,opponent_free_kicks,opponent_long_passes,opponent_long_passes_completed,opponent_long_passes_attempted,opponent_final_third_passes,opponent_final_third_passes_completed,opponent_final_third_passes_attempted,opponent_crosses,opponent_crosses_completed,opponent_crosses_attempted,opponent_xa,opponent_throw_ins,opponent_fouls,opponent_tackles,opponent_tackles_completed,opponent_tackles_attempted,opponent_duels_won,opponent_clearances,opponent_interceptions,opponent_errors_leading_to_shot,opponent_errors_leading_to_goal,opponent_goalkeeper_saves,opponent_xgot_faced,opponent_goals_prevented,xg_diff,possession_pct_diff,total_shots_diff,shots_on_target_diff,big_chances_diff,corners_diff,passes_diff,passes_completed_diff,passes_attempted_diff,yellow_cards_diff,xgot_diff,shots_off_target_diff,blocked_shots_diff,shots_inside_box_diff,shots_outside_box_diff,woodwork_diff,touches_opposition_box_diff,accurate_through_passes_diff,offsides_diff,free_kicks_diff,long_passes_diff,long_passes_completed_diff,long_passes_attempted_diff,final_third_passes_diff,final_third_passes_completed_diff,final_third_passes_attempted_diff,crosses_diff,crosses_completed_diff,crosses_attempted_diff,xa_diff,throw_ins_diff,fouls_diff,tackles_diff,tackles_completed_diff,tackles_attempted_diff,duels_won_diff,clearances_diff,interceptions_diff,errors_leading_to_shot_diff,errors_leading_to_goal_diff,goalkeeper_saves_diff,xgot_faced_diff,goals_prevented_diff,source_team_page,red_cards,red_cards_raw,opponent_red_cards,red_cards_diff
flashscore,OfuZYKKh,https://www.flashscore.com/match/football/senegal-hOIsJLJr/sudan-OGhP26xH/summary/stats/overall/?mid=OfuZYKKh,2025-08-19,,Senegal,Sudan,1,0.42,0.42,37.0,37%,5.0,5,1.0,1,1.0,1.0,2.0,2,63.0,63% (152/241),152.0,241.0,2.0,2.0,0.01,0.01,3.0,3,1.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1,12.0,12,32.0,32% (20/63),20.0,63.0,43.0,43% (33/77),33.0,77.0,0.0,0% (0/9),0.0,9.0,0.07,0.07,28.0,28,18.0,18,69.0,69% (11/16),11.0,16.0,44.0,44.0,27.0,27,12.0,12,0.0,0.0,0.0,0.0,1.0,1,0.07,0.07,0.07,0.07,0,0.51,63.0,8.0,1.0,0.0,3.0,78.0,327.0,418.0,2.0,0.07,3.0,4.0,4.0,4.0,0.0,11.0,1.0,0.0,18.0,37.0,23.0,62.0,51.0,45.0,88.0,18.0,3.0,17.0,0.38,33.0,14.0,80.0,8.0,10.0,55.0,22.0,3.0,0.0,0.0,1.0,0.01,0.01,-0.09,-26.0,-3.0,0.0,1.0,-1.0,-15.0,-175.0,-177.0,0.0,-0.06,0.0,-3.0,0.0,-3.0,0.0,-5.0,-1.0,1.0,-6.0,-5.0,-3.0,1.0,-8.0,-12.0,-11.0,-18.0,-3.0,-8.0,-0.31,-5.0,4.0,-11.0,3.0,6.0,-11.0,5.0,9.0,0.0,0.0,0.0,0.06,0.06,Senegal,0.0,0.0,1.0,-1.0
flashscore,OfuZYKKh,https://www.flashscore.com/match/football/senegal-hOIsJLJr/sudan-OGhP26xH/summary/stats/overall/?mid=OfuZYKKh,2025-08-19,,Sudan,Senegal,0,0.51,0.51,63.0,63%,8.0,8,1.0,1,0.0,0.0,3.0,3,78.0,78% (327/418),327.0,418.0,2.0,2.0,0.07,0.07,3.0,3,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,11.0,11.0,1.0,1.0,0.0,0,18.0,18,37.0,37% (23/62),23.0,62.0,51.0,51% (45/88),45.0,88.0,18.0,18% (3/17),3.0,17.0,0.38,0.38,33.0,33,14.0,14,80.0,80% (8/10),8.0,10.0,55.0,55.0,22.0,22,3.0,3,0.0,0.0,0.0,0.0,1.0,1,0.01,0.01,0.01,0.01,1,0.42,37.0,5.0,1.0,1.0,2.0,63.0,152.0,241.0,2.0,0.01,3.0,1.0,4.0,1.0,0.0,6.0,0.0,1.0,12.0,32.0,20.0,63.0,43.0,33.0,77.0,0.0,0.0,9.0,0.07,28.0,18.0,69.0,11.0,16.0,44.0,27.0,12.0,0.0,0.0,1.0,0.07,0.07,0.09,26.0,3.0,0.0,-1.0,1.0,15.0,175.0,177.0,0.0,0.06,0.0,3.0,0.0,3.0,0.0,5.0,1.0,-1.0,6.0,5.0,3.0,-1.0,8.0,12.0,11.0,18.0,3.0,8.0,0.31,5.0,-4.0,11.0,-3.0,-6.0,11.0,-5.0,-9.0,0.0,0.0,0.0,-0.06,-0.06,Senegal,1.0,1.0,0.0,1.0
flashscore,GUyRzsjt,https://www.flashscore.com/match/football/congo-8MPhk9w5/senegal-hOIsJLJr/summary/stats/overall/?mid=GUyRzsjt,2025-08-12,,Congo,Senegal,1,1.2,1.2,64.0,64%,11.0,11,4.0,4,2.0,2.0,6.0,6,75.0,75% (334/447),334.0,447.0,1.0,1.0,0.93,0.93,3.0,3,4.0,4.0,8.0,8.0,3.0,3.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0,27.0,27,42.0,42% (34/81),34.0,81.0,54.0,54% (67/125),67.0,125.0,24.0,24% (5/21),5.0,21.0,1.36,1.36,31.0,31,21.0,21,93.0,93% (14/15),14.0,15.0,74.0,74.0,14.0,14,8.0,8,0.0,0.0,0.0,0.0,2.0,2,0.73,0.73,-0.27,-0.27,0,0.64,36.0,8.0,3.0,1.0,4.0,65.0,157.0,243.0,2.0,0.73,4.0,1.0,4.0,4.0,0.0,6.0,0.0,1.0,21.0,33.0,20.0,61.0,52.0,44.0,84.0,21.0,4.0,19.0,0.35,20.0,27.0,89.0,16.0,18.0,65.0,46.0,13.0,0.0,0.0,3.0,0.93,-0.07,0.5599999999999999,28.0,3.0,1.0,1.0,2.0,10.0,177.0,204.0,-1.0,0.2,-1.0,3.0,4.0,-1.0,0.0,16.0,0.0,-1.0,6.0,9.0,14.0,20.0,2.0,23.0,41.0,3.0,1.0,2.0,1.0100000000000002,11.0,-6.0,4.0,-2.0,-3.0,9.0,-32.0,-5.0,0.0,0.0,-1.0,-0.2,-0.2,Senegal,,,,
flashscore,GUyRzsjt,https://www.flashscore.com/match/football/congo-8MPhk9w5/senegal-hOIsJLJr/summary/stats/overall/?mid=GUyRzsjt,2025-08-12,,Senegal,Congo,0,0.64,0.64,36.0,36%,8.0,8,3.0,3,1.0,1.0,4.0,4,65.0,65% (157/243),157.0,243.0,2.0,2.0,0.73,0.73,4.0,4,1.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1,21.0,21,33.0,33% (20/61),20.0,61.0,52.0,52% (44/84),44.0,84.0,21.0,21% (4/19),4.0,19.0,0.35,0.35,20.0,20,27.0,27,89.0,89% (16/18),16.0,18.0,65.0,65.0,46.0,46,13.0,13,0.0,0.0,0.0,0.0,3.0,3,0.93,0.93,-0.07,-0.07,1,1.2,64.0,11.0,4.0,2.0,6.0,75.0,334.0,447.0,1.0,0.93,3.0,4.0,8.0,3.0,0.0,22.0,0.0,0.0,27.0,42.0,34.0,81.0,54.0,67.0,125.0,24.0,5.0,21.0,1.36,31.0,21.0,93.0,14.0,15.0,74.0,14.0,8.0,0.0,0.0,2.0,0.73,-0.27,-0.5599999999999999,-28.0,-3.0,-1.0,-1.0,-2.0,-10.0,-177.0,-204.0,1.0,-0.2,1.0,-3.0,-4.0,1.0,0.0,-16.0,0.0,1.0,-6.0,-9.0,-14.0,-20.0,-2.0,-23.0,-41.0,-3.0,-1.0,-2.0,-1.0100000000000002,-11.0,6.0,-4.0,2.0,3.0,-9.0,32.0,5.0,0.0,0.0,1.0,0.2,0.2,Senegal,,,,
flashscore,pATsXbk5,https://www.flashscore.com/match/football/nigeria-EBE2Xb3l/senegal-hOIsJLJr/summary/stats/overall/?mid=pATsXbk5,2025-08-05,,Nigeria,Senegal,1,0.79,0.79,42.0,42%,8.0,8,2.0,2,1.0,1.0,2.0,2,70.0,70% (201/287),201.0,287.0,1.0,1.0,0.99,0.99,5.0,5,1.0,1.0,4.0,4.0,3.0,3.0,0.0,0.0,16.0,16.0,1.0,1.0,1.0,1,17.0,17,53.0,53% (30/57),30.0,57.0,53.0,53% (46/87),46.0,87.0,27.0,27% (3/11),3.0,11.0,0.82,0.82,18.0,18,13.0,13,48.0,48% (10/21),10.0,21.0,80.0,80.0,27.0,27,6.0,6,0.0,0.0,0.0,0.0,1.0,1,0.01,0.01,0.01,0.01,0,0.14,58.0,6.0,1.0,0.0,2.0,75.0,298.0,396.0,3.0,0.01,2.0,3.0,3.0,3.0,0.0,9.0,0.0,2.0,13.0,42.0,31.0,74.0,56.0,53.0,95.0,25.0,4.0,16.0,0.41,34.0,17.0,65.0,11.0,17.0,51.0,24.0,5.0,0.0,0.0,1.0,0.99,-0.01,0.65,-16.0,2.0,1.0,1.0,0.0,-5.0,-97.0,-109.0,-2.0,0.98,3.0,-2.0,1.0,0.0,0.0,7.0,1.0,-1.0,4.0,11.0,-1.0,-17.0,-3.0,-7.0,-8.0,2.0,-1.0,-5.0,0.41,-16.0,-4.0,-17.0,-1.0,4.0,29.0,3.0,1.0,0.0,0.0,0.0,-0.98,0.02,Senegal,,,,
flashscore,pATsXbk5,https://www.flashscore.com/match/football/nigeria-EBE2Xb3l/senegal-hOIsJLJr/summary/stats/overall/?mid=pATsXbk5,2025-08-05,,Senegal,Nigeria,0,0.14,0.14,58.0,58%,6.0,6,1.0,1,0.0,0.0,2.0,2,75.0,75% (298/396),298.0,396.0,3.0,3.0,0.01,0.01,2.0,2,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,2,13.0,13,42.0,42% (31/74),31.0,74.0,56.0,56% (53/95),53.0,95.0,25.0,25% (4/16),4.0,16.0,0.41,0.41,34.0,34,17.0,17,65.0,65% (11/17),11.0,17.0,51.0,51.0,24.0,24,5.0,5,0.0,0.0,0.0,0.0,1.0,1,0.99,0.99,-0.01,-0.01,1,0.79,42.0,8.0,2.0,1.0,2.0,70.0,201.0,287.0,1.0,0.99,5.0,1.0,4.0,3.0,0.0,16.0,1.0,1.0,17.0,53.0,30.0,57.0,53.0,46.0,87.0,27.0,3.0,11.0,0.82,18.0,13.0,48.0,10.0,21.0,80.0,27.0,6.0,0.0,0.0,1.0,0.01,0.01,-0.65,16.0,-2.0,-1.0,-1.0,0.0,5.0,97.0,109.0,2.0,-0.98,-3.0,2.0,-1.0,0.0,0.0,-7.0,-1.0,1.0,-4.0,-11.0,1.0,17.0,3.0,7.0,8.0,-2.0,1.0,5.0,-0.41,16.0,4.0,17.0,1.0,-4.0,-29.0,-3.0,-1.0,0.0,0.0,0.0,0.98,-0.02,Senegal,,,,
flashscore,EihplvaJ,https://www.flashscore.com/match/football/england-j9N9ZNFA/senegal-hOIsJLJr/summary/stats/overall/?mid=EihplvaJ,2025-06-10,,England,Senegal,1,1.38,1.38,61.0,61%,9.0,9,4.0,4,3.0,3.0,5.0,5,92.0,92% (510/556),510.0,556.0,2.0,2.0,1.8,1.8,4.0,4,1.0,1.0,6.0,6.0,1.0,1.0,,,15.0,15.0,0.0,0.0,0.0,0,18.0,18,40.0,40% (14/35),14.0,35.0,76.0,76% (68/89),68.0,89.0,25.0,25% (3/12),3.0,12.0,0.81,0.81,12.0,12,12.0,12,82.0,82% (9/11),9.0,11.0,41.0,41.0,19.0,19,4.0,4,,,1.0,1.0,6.0,6,2.82,2.82,-0.18,-0.18,0,1.86,39.0,11.0,9.0,3.0,3.0,89.0,314.0,354.0,1.0,2.82,2.0,0.0,7.0,4.0,,15.0,1.0,1.0,12.0,65.0,26.0,40.0,76.0,63.0,83.0,15.0,2.0,13.0,1.22,18.0,18.0,71.0,10.0,14.0,38.0,23.0,7.0,,0.0,3.0,1.8,0.8,-0.4800000000000002,22.0,-2.0,-5.0,0.0,2.0,3.0,196.0,202.0,1.0,-1.0199999999999998,2.0,1.0,-1.0,-3.0,,0.0,-1.0,-1.0,6.0,-25.0,-12.0,-5.0,0.0,5.0,6.0,10.0,1.0,-1.0,-0.4099999999999999,-6.0,-6.0,11.0,-1.0,-3.0,3.0,-4.0,-3.0,,1.0,3.0,1.0199999999999998,-0.98,Senegal,,,,
flashscore,EihplvaJ,https://www.flashscore.com/match/football/england-j9N9ZNFA/senegal-hOIsJLJr/summary/stats/overall/?mid=EihplvaJ,2025-06-10,,Senegal,England,0,1.86,1.86,39.0,39%,11.0,11,9.0,9,3.0,3.0,3.0,3,89.0,89% (314/354),314.0,354.0,1.0,1.0,2.82,2.82,2.0,2,0.0,0.0,7.0,7.0,4.0,4.0,,,15.0,15.0,1.0,1.0,1.0,1,12.0,12,65.0,65% (26/40),26.0,40.0,76.0,76% (63/83),63.0,83.0,15.0,15% (2/13),2.0,13.0,1.22,1.22,18.0,18,18.0,18,71.0,71% (10/14),10.0,14.0,38.0,38.0,23.0,23,7.0,7,,,0.0,0.0,3.0,3,1.8,1.8,0.8,0.8,1,1.38,61.0,9.0,4.0,3.0,5.0,92.0,510.0,556.0,2.0,1.8,4.0,1.0,6.0,1.0,,15.0,0.0,0.0,18.0,40.0,14.0,35.0,76.0,68.0,89.0,25.0,3.0,12.0,0.81,12.0,12.0,82.0,9.0,11.0,41.0,19.0,4.0,,1.0,6.0,2.82,-0.18,0.4800000000000002,-22.0,2.0,5.0,0.0,-2.0,-3.0,-196.0,-202.0,-1.0,1.0199999999999998,-2.0,-1.0,1.0,3.0,,0.0,1.0,1.0,-6.0,25.0,12.0,5.0,0.0,-5.0,-6.0,-10.0,-1.0,1.0,0.4099999999999999,6.0,6.0,-11.0,1.0,3.0,-3.0,4.0,3.0,,-1.0,-3.0,-1.0199999999999998,0.98,Senegal,,,,
flashscore,27526W3N,https://www.flashscore.com/match/football/ireland-Gfyqk1aG/senegal-hOIsJLJr/summary/stats/overall/?mid=27526W3N,2025-06-06,,Ireland,Senegal,1,,,43.0,43%,8.0,8,3.0,3,,,8.0,8,81.0,81% (314/386),314.0,386.0,1.0,1.0,,,2.0,2,3.0,3.0,,,,,,,,,,,1.0,1,13.0,13,,,,,,,,,,,,,,,,,12.0,DEFENSE 12,,,,,,,12.0,DEFENSE 12 Fouls 13 21,,,,,,,2.0,GOALKEEPING 2,,,,,0,,57.0,12.0,3.0,,5.0,91.0,466.0,514.0,1.0,,7.0,2.0,,,,,,0.0,13.0,,,,,,,,,,,,13.0,,,,,22.0,,,,2.0,,,,-14.0,-4.0,0.0,,3.0,-10.0,-152.0,-128.0,0.0,,-5.0,1.0,,,,,,1.0,0.0,,,,,,,,,,,,-1.0,,,,,-10.0,,,,0.0,,,Senegal,,,,
flashscore,27526W3N,https://www.flashscore.com/match/football/ireland-Gfyqk1aG/senegal-hOIsJLJr/summary/stats/overall/?mid=27526W3N,2025-06-06,,Senegal,Ireland,0,,,57.0,57%,12.0,12,3.0,3,,,5.0,5,91.0,91% (466/514),466.0,514.0,1.0,1.0,,,7.0,7,2.0,2.0,,,,,,,,,,,0.0,0,13.0,13,,,,,,,,,,,,,,,,,13.0,13 21 Clearances 22,,,,,,,22.0,22,,,,,,,2.0,2,,,,,1,,43.0,8.0,3.0,,8.0,81.0,314.0,386.0,1.0,,2.0,3.0,,,,,,1.0,13.0,,,,,,,,,,,,12.0,,,,,12.0,,,,2.0,,,,14.0,4.0,0.0,,-3.0,10.0,152.0,128.0,0.0,,5.0,-1.0,,,,,,-1.0,0.0,,,,,,,,,,,,1.0,,,,,10.0,,,,0.0,,,Senegal,,,,
flashscore,QyBRVmn6,https://www.flashscore.com/match/football/senegal-hOIsJLJr/togo-noW84S74/summary/stats/overall/?mid=QyBRVmn6,2025-03-25,,Senegal,Togo,1,,,57.0,57%,7.0,7,4.0,4,,,4.0,4,,,,,0.0,0.0,,,3.0,3,,,,,,,,,,,,,,,4.0,ATTACK 4 Corner kicks 2 27,,,,,,,,,,,,,,,17.0,PASSES 17,,,,,,,,,,,,,,,,,6.0,GOALKEEPING 6,,,,,0,,43.0,9.0,6.0,,2.0,,,,2.0,,3.0,,,,,,,,14.0,,,,,,,,,,,30.0,,,,,,,,,,2.0,,,,14.0,-2.0,-2.0,,2.0,,,,-2.0,,0.0,,,,,,,,-10.0,,,,,,,,,,,-13.0,,,,,,,,,,4.0,,,Senegal,,,,
flashscore,QyBRVmn6,https://www.flashscore.com/match/football/senegal-hOIsJLJr/togo-noW84S74/summary/stats/overall/?mid=QyBRVmn6,2025-03-25,,Togo,Senegal,0,,,43.0,43%,9.0,9,6.0,6,,,2.0,2,,,,,2.0,2.0,,,3.0,3,,,,,,,,,,,,,,,14.0,14,,,,,,,,,,,,,,,30.0,30,,,,,,,,,,,,,,,,,2.0,2,,,,,1,,57.0,7.0,4.0,,4.0,,,,0.0,,3.0,,,,,,,,4.0,,,,,,,,,,,17.0,,,,,,,,,,6.0,,,,-14.0,2.0,2.0,,-2.0,,,,2.0,,0.0,,,,,,,,10.0,,,,,,,,,,,13.0,,,,,,,,,,-4.0,,,Senegal,,,,
flashscore,hOCJX9Hg,https://www.flashscore.com/match/football/senegal-hOIsJLJr/sudan-OGhP26xH/summary/stats/overall/?mid=hOCJX9Hg,2025-03-22,,Senegal,Sudan,1,,,34.0,34%,7.0,7,3.0,3,,,3.0,3,,,,,3.0,3.0,,,4.0,4,,,,,,,,,,,,,2.0,2,8.0,8,,,,,,,,,,,,,,,,,12.0,DEFENSE 12,,,,,,,,,,,,,,,4.0,GOALKEEPING 4,,,,,0,,66.0,19.0,4.0,,11.0,,,,1.0,,15.0,,,,,,,1.0,13.0,,,,,,,,,,,,9.0,,,,,,,,,3.0,,,,-32.0,-12.0,-1.0,,-8.0,,,,2.0,,-11.0,,,,,,,1.0,-5.0,,,,,,,,,,,,3.0,,,,,,,,,1.0,,,Senegal,,,,
flashscore,hOCJX9Hg,https://www.flashscore.com/match/football/senegal-hOIsJLJr/sudan-OGhP26xH/summary/stats/overall/?mid=hOCJX9Hg,2025-03-22,,Sudan,Senegal,0,,,66.0,66%,19.0,19,4.0,4,,,11.0,11,,,,,1.0,1.0,,,15.0,15,,,,,,,,,,,,,1.0,1,13.0,13,,,,,,,,,,,,,,,,,9.0,9,,,,,,,,,,,,,,,3.0,3,,,,,1,,34.0,7.0,3.0,,3.0,,,,3.0,,4.0,,,,,,,2.0,8.0,,,,,,,,,,,,12.0,,,,,,,,,4.0,,,,32.0,12.0,1.0,,8.0,,,,-2.0,,11.0,,,,,,,-1.0,5.0,,,,,,,,,,,,-3.0,,,,,,,,,-1.0,,,Senegal,,,,
flashscore,rXmg9vfE,https://www.flashscore.com/match/football/burundi-IeBFvsBE/senegal-hOIsJLJr/summary/stats/overall/?mid=rXmg9vfE,2024-11-19,,Burundi,Senegal,1,,,64.0,64%,25.0,25,11.0,11,,,13.0,13,90.0,90% (527/585),527.0,585.0,2.0,2.0,,,6.0,6,8.0,8.0,,,,,,,,,,,13.0,ATTACK 13 Corner kicks 1 3,,,,,,,,,,,,,,,,,,,19.0,DEFENSE 19,,,,,,,,,19.0,DEFENSE 19 Fouls 14 9,,,,,1.0,GOALKEEPING 1,,,,,0,,36.0,2.0,1.0,,1.0,73.0,232.0,316.0,0.0,,1.0,0.0,,,,,,2.0,,,,,,,,,,,,,14.0,,,,,,7.0,,,9.0,,,,28.0,23.0,10.0,,12.0,17.0,295.0,269.0,2.0,,5.0,8.0,,,,,,11.0,,,,,,,,,,,,,5.0,,,,,,12.0,,,-8.0,,,Senegal,,,,
flashscore,rXmg9vfE,https://www.flashscore.com/match/football/burundi-IeBFvsBE/senegal-hOIsJLJr/summary/stats/overall/?mid=rXmg9vfE,2024-11-19,,Senegal,Burundi,0,,,36.0,36%,2.0,2,1.0,1,,,1.0,1,73.0,73% (232/316),232.0,316.0,0.0,0.0,,,1.0,1,0.0,0.0,,,,,,,,,,,2.0,2,,,,,,,,,,,,,,,,,,,14.0,14 9 Interceptions 7,,,,,,,,,7.0,7,,,,,9.0,9,,,,,1,,64.0,25.0,11.0,,13.0,90.0,527.0,585.0,2.0,,6.0,8.0,,,,,,13.0,,,,,,,,,,,,,19.0,,,,,,19.0,,,1.0,,,,-28.0,-23.0,-10.0,,-12.0,-17.0,-295.0,-269.0,-2.0,,-5.0,-8.0,,,,,,-11.0,,,,,,,,,,,,,-5.0,,,,,,-12.0,,,8.0,,,Senegal,,,,
flashscore,Wh8d9dv8,https://www.flashscore.com/match/football/burkina-faso-bJOXzWga/senegal-hOIsJLJr/summary/stats/overall/?mid=Wh8d9dv8,2024-11-14,,Burkina Faso,Senegal,1,,,34.0,34%,14.0,14,5.0,5,,,6.0,6,67.0,67% (173/259),173.0,259.0,,,,,9.0,9,0.0,0.0,,,,,,,,,,,6.0,ATTACK 6 Corner kicks 8 3,,,,,,,,,,,,,,,,,,,14.0,DEFENSE 14,,,,,,,,,14.0,DEFENSE 14 Fouls 17 11,,,,,5.0,GOALKEEPING 5,,,,,0,,66.0,23.0,6.0,,8.0,84.0,390.0,463.0,,,7.0,10.0,,,,,,4.0,,,,,,,,,,,,,17.0,,,,,,3.0,,,5.0,,,,-32.0,-9.0,-1.0,,-2.0,-17.0,-217.0,-204.0,,,2.0,-10.0,,,,,,2.0,,,,,,,,,,,,,-3.0,,,,,,11.0,,,0.0,,,Senegal,,,,
flashscore,Wh8d9dv8,https://www.flashscore.com/match/football/burkina-faso-bJOXzWga/senegal-hOIsJLJr/summary/stats/overall/?mid=Wh8d9dv8,2024-11-14,,Senegal,Burkina Faso,0,,,66.0,66%,23.0,23,6.0,6,,,8.0,8,84.0,84% (390/463),390.0,463.0,,,,,7.0,7,10.0,10.0,,,,,,,,,,,4.0,4,,,,,,,,,,,,,,,,,,,17.0,17 11 Interceptions 3,,,,,,,,,3.0,3,,,,,5.0,5,,,,,1,,34.0,14.0,5.0,,6.0,67.0,173.0,259.0,,,9.0,0.0,,,,,,6.0,,,,,,,,,,,,,14.0,,,,,,14.0,,,5.0,,,,32.0,9.0,1.0,,2.0,17.0,217.0,204.0,,,-2.0,10.0,,,,,,-2.0,,,,,,,,,,,,,3.0,,,,,,-11.0,,,0.0,,,Senegal,,,,
flashscore,xC6tDvuq,https://www.flashscore.com/match/football/malawi-vT8sNsdL/senegal-hOIsJLJr/summary/stats/overall/?mid=xC6tDvuq,2024-10-15,,Malawi,Senegal,1,,,26.0,26%,8.0,8,1.0,1,,,1.0,1,58.0,58% (129/223),129.0,223.0,3.0,3.0,,,6.0,6,1.0,1.0,,,,,,,,,,,1.0,ATTACK 1 Corner kicks 13 0,,,,,,,,,,,,,,,,,,,20.0,DEFENSE 20,,,,,,,,,20.0,DEFENSE 20 Fouls 7 19,,,,,7.0,GOALKEEPING 7,,,,,0,,74.0,30.0,8.0,,13.0,85.0,564.0,664.0,3.0,,17.0,5.0,,,,,,1.0,,,,,,,,,,,,,7.0,,,,,,6.0,,,1.0,,,,-48.0,-22.0,-7.0,,-12.0,-27.0,-435.0,-441.0,0.0,,-11.0,-4.0,,,,,,0.0,,,,,,,,,,,,,13.0,,,,,,14.0,,,6.0,,,Senegal,,,,
flashscore,xC6tDvuq,https://www.flashscore.com/match/football/malawi-vT8sNsdL/senegal-hOIsJLJr/summary/stats/overall/?mid=xC6tDvuq,2024-10-15,,Senegal,Malawi,0,,,74.0,74%,30.0,30,8.0,8,,,13.0,13,85.0,85% (564/664),564.0,664.0,3.0,3.0,,,17.0,17,5.0,5.0,,,,,,,,,,,1.0,1,,,,,,,,,,,,,,,,,,,7.0,7 19 Interceptions 6,,,,,,,,,6.0,6,,,,,1.0,1,,,,,1,,26.0,8.0,1.0,,1.0,58.0,129.0,223.0,3.0,,6.0,1.0,,,,,,1.0,,,,,,,,,,,,,20.0,,,,,,20.0,,,7.0,,,,48.0,22.0,7.0,,12.0,27.0,435.0,441.0,0.0,,11.0,4.0,,,,,,0.0,,,,,,,,,,,,,-13.0,,,,,,-14.0,,,-6.0,,,Senegal,,,,
flashscore,A1M1KMn9,https://www.flashscore.com/match/football/malawi-vT8sNsdL/senegal-hOIsJLJr/summary/stats/overall/?mid=A1M1KMn9,2024-10-11,,Malawi,Senegal,1,,,72.0,72%,24.0,24,7.0,7,,,11.0,11,86.0,86% (611/707),611.0,707.0,0.0,0.0,,,12.0,12,5.0,5.0,,,,,,,,,,,11.0,ATTACK 11 Corner kicks 0 3,,,,,,,,,,,,,,,,,,,7.0,DEFENSE 7,,,,,,,,,7.0,DEFENSE 7 Fouls 8 6,,,,,0.0,GOALKEEPING 0,,,,,0,,28.0,2.0,0.0,,0.0,66.0,178.0,270.0,2.0,,2.0,0.0,,,,,,1.0,,,,,,,,,,,,,8.0,,,,,,17.0,,,3.0,,,,44.0,22.0,7.0,,11.0,20.0,433.0,437.0,-2.0,,10.0,5.0,,,,,,10.0,,,,,,,,,,,,,-1.0,,,,,,-10.0,,,-3.0,,,Senegal,0.0,0.0,1.0,-1.0
flashscore,A1M1KMn9,https://www.flashscore.com/match/football/malawi-vT8sNsdL/senegal-hOIsJLJr/summary/stats/overall/?mid=A1M1KMn9,2024-10-11,,Senegal,Malawi,0,,,28.0,28%,2.0,2,0.0,0,,,0.0,0,66.0,66% (178/270),178.0,270.0,2.0,2.0,,,2.0,2,0.0,0.0,,,,,,,,,,,1.0,1,,,,,,,,,,,,,,,,,,,8.0,8 6 Interceptions 17,,,,,,,,,17.0,17,,,,,3.0,3,,,,,1,,72.0,24.0,7.0,,11.0,86.0,611.0,707.0,0.0,,12.0,5.0,,,,,,11.0,,,,,,,,,,,,,7.0,,,,,,7.0,,,0.0,,,,-44.0,-22.0,-7.0,,-11.0,-20.0,-433.0,-437.0,2.0,,-10.0,-5.0,,,,,,-10.0,,,,,,,,,,,,,1.0,,,,,,10.0,,,3.0,,,Senegal,1.0,1.0,0.0,1.0
